Baylor Scott & White Emergency Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax ID: 26-2978009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated 1/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charge Code,ChargeDescription,Revenue Code,CPT Code, Charge , Self Pay Median Charge , Minimum Reimbursment , Maximum Reimbursment , Payer , Aetna , Aetna , American Health Advantage , Ambetter , BCBS , BCBS , BCBS , BCBS , BCBS , Cigna , Cigna , Cigna , CorVel , CorVel , Employers Health Network , HealthSmart , HealthSmart , Humana , Humana , Hunt Regional , Imagine Health , Midland Memorial , MultiPlan , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Sedgwick , Superior , UMH , United , United , United , VA/Triwest , WellMed 
432900068,XR HAND 3V+ LEFT,320,73130,630.00,252.00,85.18,535.50,,346.50,85.18,89.44,159.29,**,**,**,**,**,365.40,308.70,89.44,165.25,535.50,346.50,472.50,472.50,441.00,85.18,346.50,315.00,428.40,472.50,**,140.55,85.18,327.60,308.70,346.50,365.40,195.92,89.44,365.40,441.00,85.18,396.90,85.18,85.18
432900069,XR HAND 3V+ RIGHT,320,73130,630.00,252.00,85.18,535.50,,346.50,85.18,89.44,159.29,**,**,**,**,**,365.40,308.70,89.44,165.25,535.50,346.50,472.50,472.50,441.00,85.18,346.50,315.00,428.40,472.50,**,140.55,85.18,327.60,308.70,346.50,365.40,195.92,89.44,365.40,441.00,85.18,396.90,85.18,85.18
432900071,XR FINGER 3V LEFT,320,73140,282.00,112.80,85.18,239.70,,155.10,85.18,89.44,159.29,**,**,**,**,**,163.56,138.18,89.44,165.25,239.70,155.10,211.50,211.50,197.40,85.18,155.10,141.00,191.76,211.50,**,140.55,85.18,146.64,138.18,155.10,163.56,195.92,89.44,163.56,197.40,85.18,177.66,85.18,85.18
432900072,XR FINGER 3V RIGHT,320,73140,282.00,112.80,85.18,239.70,,155.10,85.18,89.44,159.29,**,**,**,**,**,163.56,138.18,89.44,165.25,239.70,155.10,211.50,211.50,197.40,85.18,155.10,141.00,191.76,211.50,**,140.55,85.18,146.64,138.18,155.10,163.56,195.92,89.44,163.56,197.40,85.18,177.66,85.18,85.18
432900077,XR KNEE 1-2V LEFT,320,73560,532.00,212.80,85.18,452.20,,292.60,85.18,89.44,159.29,**,**,**,**,**,308.56,260.68,89.44,165.25,452.20,292.60,399.00,399.00,372.40,85.18,292.60,266.00,361.76,399.00,**,140.55,85.18,276.64,260.68,292.60,308.56,195.92,89.44,308.56,372.40,85.18,335.16,85.18,85.18
432900078,XR KNEE 1-2V RIGHT,320,73560,532.00,212.80,85.18,452.20,,292.60,85.18,89.44,159.29,**,**,**,**,**,308.56,260.68,89.44,165.25,452.20,292.60,399.00,399.00,372.40,85.18,292.60,266.00,361.76,399.00,**,140.55,85.18,276.64,260.68,292.60,308.56,195.92,89.44,308.56,372.40,85.18,335.16,85.18,85.18
432900080,XR KNEE 3V LEFT,320,73562,604.00,241.60,85.18,513.40,,332.20,85.18,89.44,159.29,**,**,**,**,**,350.32,295.96,89.44,165.25,513.40,332.20,453.00,453.00,422.80,85.18,332.20,302.00,410.72,453.00,**,140.55,85.18,314.08,295.96,332.20,350.32,195.92,89.44,350.32,422.80,85.18,380.52,85.18,85.18
432900081,XR KNEE 3V RIGHT,320,73562,604.00,241.60,85.18,513.40,,332.20,85.18,89.44,159.29,**,**,**,**,**,350.32,295.96,89.44,165.25,513.40,332.20,453.00,453.00,422.80,85.18,332.20,302.00,410.72,453.00,**,140.55,85.18,314.08,295.96,332.20,350.32,195.92,89.44,350.32,422.80,85.18,380.52,85.18,85.18
432900083,XR KNEE 4V+ LEFT,320,73564,471.00,188.40,104.79,400.35,,259.05,104.79,110.03,195.96,**,**,**,**,**,273.18,230.79,110.03,203.29,400.35,259.05,353.25,353.25,329.70,104.79,259.05,235.50,320.28,353.25,**,172.90,104.79,244.92,230.79,259.05,273.18,241.02,110.03,273.18,329.70,104.79,296.73,104.79,104.79
432900084,XR KNEE 4V+ RIGHT,320,73564,471.00,188.40,104.79,400.35,,259.05,104.79,110.03,195.96,**,**,**,**,**,273.18,230.79,110.03,203.29,400.35,259.05,353.25,353.25,329.70,104.79,259.05,235.50,320.28,353.25,**,172.90,104.79,244.92,230.79,259.05,273.18,241.02,110.03,273.18,329.70,104.79,296.73,104.79,104.79
432900085,XR TIB FIB LEFT,320,73590,583.00,233.20,85.18,495.55,,320.65,85.18,89.44,159.29,**,**,**,**,**,338.14,285.67,89.44,165.25,495.55,320.65,437.25,437.25,408.10,85.18,320.65,291.50,396.44,437.25,**,140.55,85.18,303.16,285.67,320.65,338.14,195.92,89.44,338.14,408.10,85.18,367.29,85.18,85.18
432900086,XR TIB FIB RIGHT,320,73590,583.00,233.20,85.18,495.55,,320.65,85.18,89.44,159.29,**,**,**,**,**,338.14,285.67,89.44,165.25,495.55,320.65,437.25,437.25,408.10,85.18,320.65,291.50,396.44,437.25,**,140.55,85.18,303.16,285.67,320.65,338.14,195.92,89.44,338.14,408.10,85.18,367.29,85.18,85.18
432900088,XR Lower Extremity Infant Left min 2v,320,73592,157.00,62.80,76.93,159.29,,86.35,85.18,89.44,159.29,**,**,**,**,**,91.06,76.93,89.44,133.45,133.45,86.35,117.75,117.75,109.90,85.18,86.35,78.50,106.76,117.75,**,140.55,85.18,81.64,76.93,86.35,91.06,157.00,89.44,91.06,109.90,85.18,98.91,85.18,85.18
432900095,XR FOOT 3V+ LEFT,320,73630,716.00,286.40,85.18,608.60,,393.80,85.18,89.44,159.29,**,**,**,**,**,415.28,350.84,89.44,165.25,608.60,393.80,537.00,537.00,501.20,85.18,393.80,358.00,486.88,537.00,**,140.55,85.18,372.32,350.84,393.80,415.28,195.92,89.44,415.28,501.20,85.18,451.08,85.18,85.18
432900096,XR FOOT 3V+ RIGHT,320,73630,716.00,286.40,85.18,608.60,,393.80,85.18,89.44,159.29,**,**,**,**,**,415.28,350.84,89.44,165.25,608.60,393.80,537.00,537.00,501.20,85.18,393.80,358.00,486.88,537.00,**,140.55,85.18,372.32,350.84,393.80,415.28,195.92,89.44,415.28,501.20,85.18,451.08,85.18,85.18
432900097,XR CALCANEOUS 2V LEFT,320,73650,226.00,90.40,85.18,195.92,,124.30,85.18,89.44,159.29,**,**,**,**,**,131.08,110.74,89.44,165.25,192.10,124.30,169.50,169.50,158.20,85.18,124.30,113.00,153.68,169.50,**,140.55,85.18,117.52,110.74,124.30,131.08,195.92,89.44,131.08,158.20,85.18,142.38,85.18,85.18
432900098,XR CALCANEOUS 2V RIGHT,320,73650,226.00,90.40,85.18,195.92,,124.30,85.18,89.44,159.29,**,**,**,**,**,131.08,110.74,89.44,165.25,192.10,124.30,169.50,169.50,158.20,85.18,124.30,113.00,153.68,169.50,**,140.55,85.18,117.52,110.74,124.30,131.08,195.92,89.44,131.08,158.20,85.18,142.38,85.18,85.18
432900103,XR TOES 2V+ LEFT,320,73660,252.00,100.80,85.18,214.20,,138.60,85.18,89.44,159.29,**,**,**,**,**,146.16,123.48,89.44,165.25,214.20,138.60,189.00,189.00,176.40,85.18,138.60,126.00,171.36,189.00,**,140.55,85.18,131.04,123.48,138.60,146.16,195.92,89.44,146.16,176.40,85.18,158.76,85.18,85.18
432900104,XR TOES 2V+ RIGHT,320,73660,252.00,100.80,85.18,214.20,,138.60,85.18,89.44,159.29,**,**,**,**,**,146.16,123.48,89.44,165.25,214.20,138.60,189.00,189.00,176.40,85.18,138.60,126.00,171.36,189.00,**,140.55,85.18,131.04,123.48,138.60,146.16,195.92,89.44,146.16,176.40,85.18,158.76,85.18,85.18
432900105,XR ABD (KUB),320,74018,321.00,128.40,85.18,272.85,,176.55,85.18,89.44,159.29,**,**,**,**,**,186.18,157.29,89.44,165.25,272.85,176.55,240.75,240.75,224.70,85.18,176.55,160.50,218.28,240.75,**,140.55,85.18,166.92,157.29,176.55,186.18,195.92,89.44,186.18,224.70,85.18,202.23,85.18,85.18
432900107,"XR Abdomen 2V, CXR 1VW",320,74022,689.00,275.60,104.79,585.65,,378.95,104.79,110.03,195.96,**,**,**,**,**,399.62,337.61,110.03,203.29,585.65,378.95,516.75,516.75,482.30,104.79,378.95,344.50,468.52,516.75,**,172.90,104.79,358.28,337.61,378.95,399.62,241.02,110.03,399.62,482.30,104.79,434.07,104.79,104.79
432900108,"XR FULL BODY, PEDI",320,76010,157.00,62.80,76.93,159.29,,86.35,85.18,89.44,159.29,**,**,**,**,**,91.06,76.93,89.44,133.45,133.45,86.35,117.75,117.75,109.90,85.18,86.35,78.50,106.76,117.75,**,140.55,85.18,81.64,76.93,86.35,91.06,157.00,89.44,91.06,109.90,85.18,98.91,85.18,85.18
432900109,XR ADDITIONAL VIEWS/UNLISTED P,320,76499,403.00,161.20,85.18,342.55,,221.65,85.18,89.44,159.29,**,**,**,**,**,233.74,197.47,89.44,165.25,342.55,221.65,302.25,302.25,282.10,85.18,221.65,201.50,274.04,302.25,**,140.55,85.18,209.56,197.47,221.65,233.74,195.92,89.44,233.74,282.10,85.18,253.89,85.18,85.18
432900121,XR PELVIS 1 OR 2V,320,72170,388.00,155.20,104.79,329.80,,213.40,104.79,110.03,195.96,**,**,**,**,**,225.04,190.12,110.03,203.29,329.80,213.40,291.00,291.00,271.60,104.79,213.40,194.00,263.84,291.00,**,172.90,104.79,201.76,190.12,213.40,225.04,241.02,110.03,225.04,271.60,104.79,244.44,104.79,104.79
432900127,XR PELVIS 3V+,320,72190,484.00,193.60,104.79,411.40,,266.20,104.79,110.03,195.96,**,**,**,**,**,280.72,237.16,110.03,203.29,411.40,266.20,363.00,363.00,338.80,104.79,266.20,242.00,329.12,363.00,**,172.90,104.79,251.68,237.16,266.20,280.72,241.02,110.03,280.72,338.80,104.79,304.92,104.79,104.79
432900131,XR CHEST-ABDOMEN   (PEDI ONLY),320,74018,321.00,128.40,85.18,272.85,,176.55,85.18,89.44,159.29,**,**,**,**,**,186.18,157.29,89.44,165.25,272.85,176.55,240.75,240.75,224.70,85.18,176.55,160.50,218.28,240.75,**,140.55,85.18,166.92,157.29,176.55,186.18,195.92,89.44,186.18,224.70,85.18,202.23,85.18,85.18
432900132,XR BONE AGE STUDIES,320,77072,227.00,90.80,104.79,227.00,,124.85,104.79,110.03,195.96,**,**,**,**,**,131.66,111.23,110.03,192.95,192.95,124.85,170.25,170.25,158.90,104.79,124.85,113.50,154.36,170.25,**,172.90,104.79,118.04,111.23,124.85,131.66,227.00,110.03,131.66,158.90,104.79,143.01,104.79,104.79
432900133,XR Full Spine w/Skull 1V,320,72081,358.00,143.20,85.18,304.30,,196.90,85.18,89.44,159.29,**,**,**,**,**,207.64,175.42,89.44,165.25,304.30,196.90,268.50,268.50,250.60,85.18,196.90,179.00,243.44,268.50,**,140.55,85.18,186.16,175.42,196.90,207.64,195.92,89.44,207.64,250.60,85.18,225.54,85.18,85.18
432900134,XR Full Spine w/Skull 2-3V,320,72082,593.00,237.20,104.79,504.05,,326.15,104.79,110.03,195.96,**,**,**,**,**,343.94,290.57,110.03,203.29,504.05,326.15,444.75,444.75,415.10,104.79,326.15,296.50,403.24,444.75,**,172.90,104.79,308.36,290.57,326.15,343.94,241.02,110.03,343.94,415.10,104.79,373.59,104.79,104.79
432900135,XR Full Spine w/ Skull 4-5V,320,72083,"1,130.00",452.00,104.79,960.50,,621.50,104.79,110.03,195.96,**,**,**,**,**,655.40,553.70,110.03,203.29,960.50,621.50,847.50,847.50,791.00,104.79,621.50,565.00,768.40,847.50,**,172.90,104.79,587.60,553.70,621.50,655.40,241.02,110.03,655.40,791.00,104.79,711.90,104.79,104.79
432900136,XR Full Spine w/Skull min 6V,320,72084,"1,499.00",599.60,104.79,"1,274.15",,824.45,104.79,110.03,195.96,**,**,**,**,**,869.42,734.51,110.03,203.29,"1,274.15",824.45,"1,124.25","1,124.25","1,049.30",104.79,824.45,749.50,"1,019.32","1,124.25",**,172.90,104.79,779.48,734.51,824.45,869.42,241.02,110.03,869.42,"1,049.30",104.79,944.37,104.79,104.79
432900137,XR Hip Left w/ or w/o Pelvis 1v,320,73501,483.00,193.20,85.18,410.55,,265.65,85.18,89.44,159.29,**,**,**,**,**,280.14,236.67,89.44,165.25,410.55,265.65,362.25,362.25,338.10,85.18,265.65,241.50,328.44,362.25,**,140.55,85.18,251.16,236.67,265.65,280.14,195.92,89.44,280.14,338.10,85.18,304.29,85.18,85.18
432900138,XR Hip Left w/ or w/o Pelvis 2-3V,320,73502,813.00,325.20,85.18,691.05,,447.15,85.18,89.44,159.29,**,**,**,**,**,471.54,398.37,89.44,165.25,691.05,447.15,609.75,609.75,569.10,85.18,447.15,406.50,552.84,609.75,**,140.55,85.18,422.76,398.37,447.15,471.54,195.92,89.44,471.54,569.10,85.18,512.19,85.18,85.18
432900139,XR Hip Left w/pelvis min 4V,320,73503,"1,143.00",457.20,104.79,971.55,,628.65,104.79,110.03,195.96,**,**,**,**,**,662.94,560.07,110.03,203.29,971.55,628.65,857.25,857.25,800.10,104.79,628.65,571.50,777.24,857.25,**,172.90,104.79,594.36,560.07,628.65,662.94,241.02,110.03,662.94,800.10,104.79,720.09,104.79,104.79
432900140,XR Hip Bilat w/ or w/o pelvis min 2v,320,73521,965.00,386.00,104.79,820.25,,530.75,104.79,110.03,195.96,**,**,**,**,**,559.70,472.85,110.03,203.29,820.25,530.75,723.75,723.75,675.50,104.79,530.75,482.50,656.20,723.75,**,172.90,104.79,501.80,472.85,530.75,559.70,241.02,110.03,559.70,675.50,104.79,607.95,104.79,104.79
432900143,XR Left Femur 1V,320,73551,240.00,96.00,85.18,204.00,,132.00,85.18,89.44,159.29,**,**,**,**,**,139.20,117.60,89.44,165.25,204.00,132.00,180.00,180.00,168.00,85.18,132.00,120.00,163.20,180.00,**,140.55,85.18,124.80,117.60,132.00,139.20,195.92,89.44,139.20,168.00,85.18,151.20,85.18,85.18
432900144,XR Left Femur min 2V,320,73552,408.00,163.20,85.18,346.80,,224.40,85.18,89.44,159.29,**,**,**,**,**,236.64,199.92,89.44,165.25,346.80,224.40,306.00,306.00,285.60,85.18,224.40,204.00,277.44,306.00,**,140.55,85.18,212.16,199.92,224.40,236.64,195.92,89.44,236.64,285.60,85.18,257.04,85.18,85.18
432900145,XR Hip Right w/ or w/o Pelvis 1v,320,73501,240.00,96.00,85.18,204.00,,132.00,85.18,89.44,159.29,**,**,**,**,**,139.20,117.60,89.44,165.25,204.00,132.00,180.00,180.00,168.00,85.18,132.00,120.00,163.20,180.00,**,140.55,85.18,124.80,117.60,132.00,139.20,195.92,89.44,139.20,168.00,85.18,151.20,85.18,85.18
432900146,XR Hip Right w/ or w/o Pelvis 2-3V,320,73502,405.00,162.00,85.18,344.25,,222.75,85.18,89.44,159.29,**,**,**,**,**,234.90,198.45,89.44,165.25,344.25,222.75,303.75,303.75,283.50,85.18,222.75,202.50,275.40,303.75,**,140.55,85.18,210.60,198.45,222.75,234.90,195.92,89.44,234.90,283.50,85.18,255.15,85.18,85.18
432900147,XR Hip RIGHT w/Pelvis min 4V,320,73503,571.00,228.40,104.79,485.35,,314.05,104.79,110.03,195.96,**,**,**,**,**,331.18,279.79,110.03,203.29,485.35,314.05,428.25,428.25,399.70,104.79,314.05,285.50,388.28,428.25,**,172.90,104.79,296.92,279.79,314.05,331.18,241.02,110.03,331.18,399.70,104.79,359.73,104.79,104.79
432900148,XR Right Femur 1V,320,73551,240.00,96.00,85.18,204.00,,132.00,85.18,89.44,159.29,**,**,**,**,**,139.20,117.60,89.44,165.25,204.00,132.00,180.00,180.00,168.00,85.18,132.00,120.00,163.20,180.00,**,140.55,85.18,124.80,117.60,132.00,139.20,195.92,89.44,139.20,168.00,85.18,151.20,85.18,85.18
432900149,XR RIGHT Femur min 2V,320,73552,408.00,163.20,85.18,346.80,,224.40,85.18,89.44,159.29,**,**,**,**,**,236.64,199.92,89.44,165.25,346.80,224.40,306.00,306.00,285.60,85.18,224.40,204.00,277.44,306.00,**,140.55,85.18,212.16,199.92,224.40,236.64,195.92,89.44,236.64,285.60,85.18,257.04,85.18,85.18
432900160,XR Lower Extremity Infant Right min 2v,320,73592,157.00,62.80,76.93,159.29,,86.35,85.18,89.44,159.29,**,**,**,**,**,91.06,76.93,89.44,133.45,133.45,86.35,117.75,117.75,109.90,85.18,86.35,78.50,106.76,117.75,**,140.55,85.18,81.64,76.93,86.35,91.06,157.00,89.44,91.06,109.90,85.18,98.91,85.18,85.18
432900161,XR Ribs Unilat Right 2v,320,71100,399.00,159.60,85.18,339.15,,219.45,85.18,89.44,159.29,**,**,**,**,**,231.42,195.51,89.44,165.25,339.15,219.45,299.25,299.25,279.30,85.18,219.45,199.50,271.32,299.25,**,140.55,85.18,207.48,195.51,219.45,231.42,195.92,89.44,231.42,279.30,85.18,251.37,85.18,85.18
432900162,XR Lumbar 1vw,320,72020,383.00,153.20,85.18,325.55,,210.65,85.18,89.44,159.29,**,**,**,**,**,222.14,187.67,89.44,165.25,325.55,210.65,287.25,287.25,268.10,85.18,210.65,191.50,260.44,287.25,**,140.55,85.18,199.16,187.67,210.65,222.14,195.92,89.44,222.14,268.10,85.18,241.29,85.18,85.18
432900163,XR Thoracic 1vw,320,72020,383.00,153.20,85.18,325.55,,210.65,85.18,89.44,159.29,**,**,**,**,**,222.14,187.67,89.44,165.25,325.55,210.65,287.25,287.25,268.10,85.18,210.65,191.50,260.44,287.25,**,140.55,85.18,199.16,187.67,210.65,222.14,195.92,89.44,222.14,268.10,85.18,241.29,85.18,85.18
435000038,X-ray bone survey complete,320,77075,"1,223.00",489.20,104.79,"1,039.55",,672.65,104.79,110.03,195.96,**,**,**,**,**,709.34,599.27,110.03,203.29,"1,039.55",672.65,917.25,917.25,856.10,104.79,672.65,611.50,831.64,917.25,**,172.90,104.79,635.96,599.27,672.65,709.34,241.02,110.03,709.34,856.10,104.79,770.49,104.79,104.79
435100001,CT HEAD/BRAIN W AND W/O CONTRA,351,70470,"3,197.00","1,278.80",176.81,"2,717.45",,"1,758.35",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,717.45","1,758.35","2,397.75","2,397.75","2,237.90",176.81,"1,758.35","1,115.00","2,173.96","2,397.75",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","2,237.90",176.81,"2,014.11",176.81,176.81
435100002,CT HEAD/BRAIN W CONTRAST,351,70460,"2,633.00","1,053.20",176.81,"2,238.05",,"1,448.15",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,238.05","1,448.15","1,974.75","1,974.75","1,843.10",176.81,"1,448.15","1,115.00","1,790.44","1,974.75",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","1,843.10",176.81,"1,658.79",176.81,176.81
435100003,CT HEAD/BRAIN W/O CONTRAST,351,70450,"2,389.00",955.60,104.79,"2,030.65",,"1,313.95",104.79,110.03,195.96,**,**,**,**,**,"1,631.00","1,386.00",110.03,203.29,"2,030.65","1,313.95","1,791.75","1,791.75","1,672.30",104.79,"1,313.95","1,115.00","1,624.52","1,791.75",**,172.90,104.79,"1,503.00","1,420.00","1,587.00","1,670.00",241.02,110.03,"1,617.00","1,672.30",104.79,"1,505.07",104.79,104.79
435100004,CT MAXILLOFACIAL W CONTRAST,351,70487,"2,569.00","1,027.60",176.81,"2,183.65",,"1,412.95",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,183.65","1,412.95","1,926.75","1,926.75","1,798.30",176.81,"1,412.95","1,115.00","1,746.92","1,926.75",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","1,798.30",176.81,"1,618.47",176.81,176.81
435100005,CT MAXILLOFACIAL W/WO CONTRAST,351,70488,"3,107.00","1,242.80",176.81,"2,640.95",,"1,708.85",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,640.95","1,708.85","2,330.25","2,330.25","2,174.90",176.81,"1,708.85","1,115.00","2,112.76","2,330.25",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","2,174.90",176.81,"1,957.41",176.81,176.81
435100006,CT MAXILLOFACIAL WO CONTRAST,351,70486,"2,035.00",814.00,104.79,"1,729.75",,"1,119.25",104.79,110.03,195.96,**,**,**,**,**,"1,631.00","1,386.00",110.03,203.29,"1,729.75","1,119.25","1,526.25","1,526.25","1,424.50",104.79,"1,119.25","1,115.00","1,383.80","1,526.25",**,172.90,104.79,"1,503.00","1,420.00","1,587.00","1,670.00",241.02,110.03,"1,617.00","1,424.50",104.79,"1,282.05",104.79,104.79
435100007,CT NECK SOFT TISSUE W CONTRAST,351,70491,"2,665.00","1,066.00",176.81,"2,265.25",,"1,465.75",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,265.25","1,465.75","1,998.75","1,998.75","1,865.50",176.81,"1,465.75","1,115.00","1,812.20","1,998.75",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","1,865.50",176.81,"1,678.95",176.81,176.81
435100008,CT NECK SOFT TISSUE W/O CONTRA,351,70490,"2,256.00",902.40,104.79,"1,917.60",,"1,240.80",104.79,110.03,195.96,**,**,**,**,**,"1,631.00","1,386.00",110.03,203.29,"1,917.60","1,240.80","1,692.00","1,692.00","1,579.20",104.79,"1,240.80","1,115.00","1,534.08","1,692.00",**,172.90,104.79,"1,503.00","1,420.00","1,587.00","1,670.00",241.02,110.03,"1,617.00","1,579.20",104.79,"1,421.28",104.79,104.79
435100009,CT NECK SOFT TISSUE W/WO CONTR,351,70492,"2,460.00",984.00,176.81,"2,091.00",,"1,353.00",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,091.00","1,353.00","1,845.00","1,845.00","1,722.00",176.81,"1,353.00","1,115.00","1,672.80","1,845.00",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","1,722.00",176.81,"1,549.80",176.81,176.81
435100010,CT ORBIT W CONTRAST,351,70481,"2,830.00","1,132.00",176.81,"2,405.50",,"1,556.50",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,405.50","1,556.50","2,122.50","2,122.50","1,981.00",176.81,"1,556.50","1,115.00","1,924.40","2,122.50",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","1,981.00",176.81,"1,782.90",176.81,176.81
435100011,CT ORBIT W/O CONTRAST,351,70480,"2,577.00","1,030.80",104.79,"2,190.45",,"1,417.35",104.79,110.03,195.96,**,**,**,**,**,"1,631.00","1,386.00",110.03,203.29,"2,190.45","1,417.35","1,932.75","1,932.75","1,803.90",104.79,"1,417.35","1,115.00","1,752.36","1,932.75",**,172.90,104.79,"1,503.00","1,420.00","1,587.00","1,670.00",241.02,110.03,"1,617.00","1,803.90",104.79,"1,623.51",104.79,104.79
435100012,CT ORBIT W/WO CONTRAST,351,70482,"3,143.00","1,257.20",176.81,"2,671.55",,"1,728.65",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,671.55","1,728.65","2,357.25","2,357.25","2,200.10",176.81,"1,728.65","1,115.00","2,137.24","2,357.25",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","2,200.10",176.81,"1,980.09",176.81,176.81
435200001,CT ABD AND PELVIS W AND W/O CO,352,74178,"6,063.00","2,425.20",361.22,"5,153.55",,"3,334.65",361.22,379.28,675.49,**,**,**,**,**,"1,631.00","1,386.00",379.28,700.77,"5,153.55","3,334.65","4,547.25","4,547.25","4,244.10",361.22,"3,334.65","1,115.00","4,122.84","4,547.25",**,596.02,361.22,"1,503.00","1,420.00","1,587.00","1,670.00",830.81,379.28,"1,617.00","4,244.10",361.22,"3,819.69",361.22,361.22
435200002,CT ABDOMEN AND PELVIS W/ CONTR,352,74177,"5,767.00","2,306.80",361.22,"4,901.95",,"3,171.85",361.22,379.28,675.49,**,**,**,**,**,"1,631.00","1,386.00",379.28,700.77,"4,901.95","3,171.85","4,325.25","4,325.25","4,036.90",361.22,"3,171.85","1,115.00","3,921.56","4,325.25",**,596.02,361.22,"1,503.00","1,420.00","1,587.00","1,670.00",830.81,379.28,"1,617.00","4,036.90",361.22,"3,633.21",361.22,361.22
435200003,CT ABDOMEN AND PELVIS W/O CONT,352,74176,"4,649.00","1,859.60",228.95,"3,951.65",,"2,556.95",228.95,240.40,428.14,**,**,**,**,**,"1,631.00","1,386.00",240.40,444.17,"3,951.65","2,556.95","3,486.75","3,486.75","3,254.30",228.95,"2,556.95","1,115.00","3,161.32","3,486.75",**,377.77,228.95,"1,503.00","1,420.00","1,587.00","1,670.00",526.59,240.40,"1,617.00","3,254.30",228.95,"2,928.87",228.95,228.95
435200005,CT ABDOMEN W AND W/O CONTRAST,352,74170,"3,024.00","1,209.60",176.81,"2,570.40",,"1,663.20",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,570.40","1,663.20","2,268.00","2,268.00","2,116.80",176.81,"1,663.20","1,115.00","2,056.32","2,268.00",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","2,116.80",176.81,"1,905.12",176.81,176.81
435200006,CT ABDOMEN W/ CONTRAST,352,74160,"2,970.00","1,188.00",176.81,"2,524.50",,"1,633.50",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,524.50","1,633.50","2,227.50","2,227.50","2,079.00",176.81,"1,633.50","1,115.00","2,019.60","2,227.50",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","2,079.00",176.81,"1,871.10",176.81,176.81
435200007,CT ABDOMEN W/O CONTRAST,352,74150,"2,355.00",942.00,104.79,"2,001.75",,"1,295.25",104.79,110.03,195.96,**,**,**,**,**,"1,631.00","1,386.00",110.03,203.29,"2,001.75","1,295.25","1,766.25","1,766.25","1,648.50",104.79,"1,295.25","1,115.00","1,601.40","1,766.25",**,172.90,104.79,"1,503.00","1,420.00","1,587.00","1,670.00",241.02,110.03,"1,617.00","1,648.50",104.79,"1,483.65",104.79,104.79
435200009,CT CHEST W AND W/O CONTRAST,352,71270,"3,298.00","1,319.20",176.81,"2,803.30",,"1,813.90",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,803.30","1,813.90","2,473.50","2,473.50","2,308.60",176.81,"1,813.90","1,115.00","2,242.64","2,473.50",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","2,308.60",176.81,"2,077.74",176.81,176.81
435200010,CT CHEST W/ CONTRAST,352,71260,"2,912.00","1,164.80",176.81,"2,475.20",,"1,601.60",176.81,185.65,330.64,**,**,**,**,**,"1,631.00","1,386.00",185.65,343.02,"2,475.20","1,601.60","2,184.00","2,184.00","2,038.40",176.81,"1,601.60","1,115.00","1,980.16","2,184.00",**,291.74,176.81,"1,503.00","1,420.00","1,587.00","1,670.00",406.67,185.65,"1,617.00","2,038.40",176.81,"1,834.56",176.81,176.81
